날짜,시간,타입,대분류,소분류,내용,금액,화폐,결제수단,메모
2022-06-25,8:13,이체,이체,미분류,쿠팡,-22900,KRW,WON 통장,
2022-06-25,7:01,지출,온라인쇼핑,인터넷쇼핑,이니시스(빌링)_2,-1020,KRW,하나 주거래,
2022-06-25,3:51,지출,금융,보험,KB손044 06,-29410,KRW,WON 통장,
2022-06-25,3:12,지출,주거/통신,인터넷,SKYLIFE2106,-13119,KRW,WON 통장,
2022-06-25,2:52,이체,카드대금,미분류,우리카드결제-009,-147949,KRW,WON 통장,
2022-06-24,12:10,지출,생활,편의점,씨유(CU) 첨단산업센터스마일점,-9700,KRW,하나 주거래,
2022-06-24,9:19,지출,자동차,통행료,LIM*RIDE COST,0,KRW,하나 주거래,
2022-06-24,7:35,지출,온라인쇼핑,인터넷쇼핑,NICE_결제대행_4,-1700,KRW,하나 주거래,
2022-06-23,19:21,지출,생활,생필품,아이월드안경,-60000,KRW,WON 통장,
2022-06-23,19:19,지출,온라인쇼핑,인터넷쇼핑,NICE_결제대행_4,-1600,KRW,하나 주거래,
2022-06-23,8:27,지출,온라인쇼핑,인터넷쇼핑,이니시스(빌링)_2,-1200,KRW,하나 주거래,
2022-06-23,8:14,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-10900,KRW,하나 주거래,
2022-06-23,8:08,지출,식비,한식,최강어묵,-4000,KRW,WON 통장,
2022-06-22,18:30,이체,이체,미분류,카카오페이,-10000,KRW,WON 통장,
2022-06-22,7:25,지출,카페/간식,커피/음료,(주)스타벅스커,-12900,KRW,WON 통장,
2022-06-21,22:24,이체,보험,미분류,현대해상,184000,KRW,WON 통장,
2022-06-21,21:07,지출,문화/여가,도서,신한곽모씨,-3000500,KRW,WON 통장,
2022-06-21,19:27,이체,보험,미분류,현대해상,2530000,KRW,WON 통장,
2022-06-21,19:08,이체,이체,미분류,김문식,400000,KRW,KB마이핏통장,
2022-06-21,19:03,이체,이체,미분류,쿠팡,-15000,KRW,WON 통장,
2022-06-21,18:41,지출,식비,한식,최강어묵,-5500,KRW,WON 통장,
2022-06-21,10:53,지출,생활,편의점,씨유(CU) 첨단산업센터스마일점,-1200,KRW,하나 주거래,
2022-06-21,10:40,지출,자동차,통행료,LIM*RIDE COST,0,KRW,하나 주거래,
2022-06-21,3:32,지출,주거/통신,휴대폰,휴대폰요금(KT),-55890,KRW,WON 통장,
2022-06-20,17:30,지출,생활,편의점,씨유 한국체대체육과학관점,-7000,KRW,하나 주거래,
2022-06-20,10:41,이체,이체,미분류,네이버페이결제,-26817,KRW,WON 통장,
2022-06-20,10:27,이체,이체,미분류,카카오페이,-10000,KRW,WON 통장,
2022-06-20,10:24,이체,이체,미분류,카카오페이,-20000,KRW,WON 통장,
2022-06-19,22:06,이체,이체,미분류,쿠팡,25300,KRW,WON 통장,
2022-06-19,21:55,이체,이체,미분류,쿠팡,-34900,KRW,WON 통장,
2022-06-19,19:27,지출,온라인쇼핑,인터넷쇼핑,이니시스(빌링)_2,-2040,KRW,하나 주거래,
2022-06-19,18:36,지출,온라인쇼핑,인터넷쇼핑,이니시스(빌링)_2,-2040,KRW,하나 주거래,
2022-06-19,17:56,이체,이체,미분류,쿠팡,23910,KRW,WON 통장,
2022-06-19,17:50,이체,이체,미분류,쿠팡,-68200,KRW,WON 통장,
2022-06-19,17:24,이체,이체,미분류,쿠팡,-23910,KRW,WON 통장,
2022-06-19,15:05,지출,식비,패스트푸드,맥도날드신천점,-4000,KRW,WON 통장,
2022-06-19,13:08,지출,카페/간식,커피/음료,테일러커피 주식,-12000,KRW,WON 통장,
2022-06-19,13:08,수입,기타수입,미분류,테일러커피 주식,13000,KRW,WON 통장,
2022-06-19,13:08,지출,카페/간식,커피/음료,테일러커피 주식,-13000,KRW,WON 통장,
2022-06-19,11:58,수입,금융수입,미분류,예금결산이자,101,KRW,WON 통장,
2022-06-19,7:13,이체,미분류,미분류,입금 내역,40,KRW,KB마이핏통장,
2022-06-19,2:43,수입,금융수입,미분류,03.20~06.18,37,KRW,저축예금,
2022-06-17,22:13,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-25570,KRW,하나 주거래,
2022-06-17,19:13,이체,이체,미분류,네이버페이결제,-20000,KRW,WON 통장,
2022-06-17,10:23,지출,자동차,통행료,LIM*RIDE COST,0,KRW,하나 주거래,
2022-06-17,10:14,이체,이체,미분류,차모모,50000,KRW,입출금통장,
2022-06-17,1:48,지출,온라인쇼핑,인터넷쇼핑,엔에이치엔한국사,-17600,KRW,WON 통장,
2022-06-16,21:43,이체,이체,미분류,쿠팡,-22800,KRW,WON 통장,
2022-06-16,21:23,이체,이체,미분류,신한강명기,-150500,KRW,WON 통장,
2022-06-16,10:38,지출,자동차,통행료,LIM*RIDE COST,0,KRW,하나 주거래,
2022-06-16,8:38,이체,이체,미분류,김준석,-90000,KRW,WON 통장,
2022-06-16,7:39,지출,온라인쇼핑,인터넷쇼핑,토스 (주)맨,-31900,KRW,WON 통장,
2022-06-16,6:52,지출,생활,편의점,세븐일레븐S명일역점,-2400,KRW,하나 주거래,
2022-06-15,20:16,이체,이체,미분류,토스 임유진,-11500,KRW,WON 통장,
2022-06-15,19:25,지출,생활,편의점,씨유명일우량점,-9000,KRW,WON 통장,
2022-06-15,17:30,지출,금융,보험,한화06061,-31000,KRW,WON 통장,
2022-06-15,17:30,지출,금융,보험,한화06048,-29500,KRW,WON 통장,
2022-06-15,12:07,지출,의료/건강,약국,메디팜상암약국,-30000,KRW,WON 통장,
2022-06-15,10:22,지출,자동차,통행료,LIM*RIDE COST,0,KRW,하나 주거래,
2022-06-14,10:31,지출,자동차,통행료,LIM*RIDE COST,0,KRW,하나 주거래,
2022-06-14,7:46,지출,식비,한식,최강어묵,-2500,KRW,WON 통장,
2022-06-14,6:51,지출,온라인쇼핑,인터넷쇼핑,NICE_결제대행_4,-1500,KRW,하나 주거래,
2022-06-14,4:24,지출,온라인쇼핑,서비스구독,LIM*SUBSCRIPTION COST,-6714,KRW,하나 주거래,
2022-06-13,15:51,지출,카페/간식,베이커리,디제르뷔,-9500,KRW,WON 통장,
2022-06-13,14:28,수입,기타수입,미분류,카카오페이(택시,13400,KRW,WON 통장,
2022-06-13,14:28,지출,온라인쇼핑,결제/충전,카카오페이(택시,-12400,KRW,WON 통장,
2022-06-13,14:28,지출,온라인쇼핑,결제/충전,카카오페이(택시,-1000,KRW,WON 통장,
2022-06-13,13:58,지출,온라인쇼핑,결제/충전,카카오페이(택시,-13400,KRW,WON 통장,
2022-06-13,13:47,지출,술/유흥,맥주/호프,갈릭&페퍼,-39000,KRW,WON 통장,
2022-06-13,10:22,수입,기타수입,미분류,카카오페이(택시,15500,KRW,WON 통장,
2022-06-13,10:22,지출,온라인쇼핑,결제/충전,카카오페이(택시,-16100,KRW,WON 통장,
2022-06-13,9:47,지출,온라인쇼핑,결제/충전,카카오페이(택시,-15500,KRW,WON 통장,
2022-06-13,8:30,이체,카드대금,미분류,카드대금결제,-99672,KRW,우리닷컴통장,
2022-06-12,21:01,이체,이체,미분류,쿠팡,-9900,KRW,WON 통장,
2022-06-12,15:41,이체,이체,미분류,토스 임수현,-1500,KRW,WON 통장,
2022-06-12,15:26,이체,이체,미분류,토스 한전(계,-13450,KRW,WON 통장,
2022-06-12,12:55,지출,생활,편의점,GS25명일센트,-1900,KRW,WON 통장,
2022-06-11,20:31,지출,생활,편의점,씨유명일우량점,-10050,KRW,WON 통장,
2022-06-11,20:29,지출,온라인쇼핑,인터넷쇼핑,NICE_결제대행_4,-1000,KRW,하나 주거래,
2022-06-11,20:14,이체,이체,미분류,네이버페이결제,-10000,KRW,WON 통장,
2022-06-11,15:10,이체,이체,미분류,김문식,470000,KRW,KB마이핏통장,
2022-06-11,13:56,이체,이체,미분류,이씨,1260000,KRW,WON 통장,
2022-06-11,7:34,이체,이체,미분류,쿠팡,-7900,KRW,WON 통장,
2022-06-11,7:03,이체,이체,미분류,쿠팡,-42540,KRW,WON 통장,
2022-06-10,21:53,지출,자동차,통행료,LIM*RIDE COST,0,KRW,하나 주거래,
2022-06-10,19:47,지출,온라인쇼핑,인터넷쇼핑,KICC_인터넷지불,-2000,KRW,KB마이핏통장,
2022-06-10,19:44,지출,온라인쇼핑,인터넷쇼핑,KICC_인터넷지불,-100,KRW,KB마이핏통장,
2022-06-10,16:23,이체,이체,미분류,토스 임윤연,-650500,KRW,WON 통장,
2022-06-10,16:20,이체,이체,미분류,곽모씨,500000,KRW,WON 통장,
2022-06-09,20:05,이체,이체,미분류,신한최영호,-5000500,KRW,WON 통장,
2022-06-09,19:24,지출,온라인쇼핑,인터넷쇼핑,이니시스(빌링)_2,-1320,KRW,하나 주거래,
2022-06-09,9:12,지출,자동차,통행료,LIM*RIDE COST,0,KRW,하나 주거래,
2022-06-08,15:45,지출,생활,편의점,씨유(CU) 첨,-3100,KRW,WON 통장,
2022-06-08,15:35,이체,보험,미분류,현대해상,5120000,KRW,WON 통장,
2022-06-08,10:20,지출,자동차,통행료,LIM*RIDE COST,0,KRW,하나 주거래,
2022-06-08,8:13,이체,이체,미분류,쿠팡,-13900,KRW,WON 통장,
2022-06-08,6:04,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-4360,KRW,하나 주거래,
2022-06-07,20:20,이체,이체,미분류,토스 임병화,-3000,KRW,WON 통장,
2022-06-07,16:59,지출,생활,편의점,씨유(CU) 첨단산업센터스마일점,-2600,KRW,하나 주거래,
2022-06-07,13:58,지출,자동차,통행료,05월 문자수수료,-800,KRW,KB마이핏통장,
2022-06-07,12:17,이체,이체,미분류,토스 고려대학,-6600,KRW,WON 통장,
2022-06-07,11:40,이체,보험,미분류,현대해상,183000,KRW,WON 통장,
2022-06-07,11:32,지출,생활,편의점,씨유(CU) 첨단산업센터스마일점,-4020,KRW,하나 주거래,
2022-06-07,10:29,이체,이체,미분류,농협김우진,-3000500,KRW,WON 통장,
2022-06-07,7:46,지출,식비,한식,최강어묵,-2500,KRW,하나 주거래,
2022-06-07,3:27,지출,금융,보험,DB손00306,-9830,KRW,WON 통장,
2022-06-06,22:56,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-8500,KRW,하나 주거래,
2022-06-06,21:17,이체,이체,미분류,쿠팡,-16620,KRW,WON 통장,
2022-06-06,11:47,지출,문화/여가,스포츠,옥산레저(주),-232500,KRW,WON 통장,
2022-06-06,6:38,이체,현금,미분류,092V635603126,-100500,KRW,WON 통장,
2022-06-05,20:05,이체,이체,미분류,토스 정경숙,-20000,KRW,WON 통장,
2022-06-05,18:16,이체,이체,미분류,네이버페이결제,-30000,KRW,WON 통장,
2022-06-05,17:42,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-19800,KRW,하나 주거래,
2022-06-05,11:26,지출,생활,편의점,지에스25에스 고려대역점,-1000,KRW,하나 주거래,
2022-06-05,8:06,지출,식비,배달,(주)우아한형제들,-10300,KRW,하나 주거래,
2022-06-04,19:27,지출,주거/통신,가스비,토스 주용규,-7000,KRW,WON 통장,
2022-06-04,19:24,이체,이체,미분류,토스 임병화,-5000,KRW,WON 통장,
2022-06-04,9:13,지출,자동차,통행료,LIM*RIDE COST,0,KRW,하나 주거래,
2022-06-04,8:30,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-8930,KRW,하나 주거래,
2022-06-03,15:30,지출,금융,보험,흥국화재해상보험,-133525,KRW,WON 통장,
2022-06-03,7:46,지출,식비,한식,최강어묵,-5000,KRW,하나 주거래,
2022-06-02,21:54,지출,자동차,통행료,LIM*RIDE COST,0,KRW,하나 주거래,
2022-06-02,19:31,지출,생활,편의점,씨유 명일우량점,-11200,KRW,하나 주거래,
2022-06-02,12:14,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-13940,KRW,하나 주거래,
2022-06-02,11:11,지출,온라인쇼핑,인터넷쇼핑,이니시스(애플스토어),-201666,KRW,하나 주거래,
2022-06-02,11:10,이체,카드대금,미분류,카드대금결제,-988490,KRW,우리닷컴통장,
2022-06-02,10:08,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-54830,KRW,하나 주거래,
2022-06-02,9:18,지출,자동차,통행료,LIM*RIDE COST,-1113,KRW,하나 주거래,
2022-06-02,6:08,지출,온라인쇼핑,인터넷쇼핑,네이버페이,-44842,KRW,하나 주거래,
2022-06-02,3:12,지출,주거/통신,가스비,코원에너지서비스,-19060,KRW,WON 통장,
2022-06-02,0:13,지출,온라인쇼핑,인터넷쇼핑,엔에이치엔한국사,-35200,KRW,WON 통장,
2022-06-01,21:52,지출,자동차,통행료,LIM*RIDE COST,0,KRW,하나 주거래,
2022-06-01,21:18,지출,생활,편의점,씨유올림픽광장점,-1200,KRW,하나 주거래,
2022-06-01,21:17,지출,생활,편의점,씨유올림픽광장점,-1000,KRW,하나 주거래,
2022-06-01,20:51,지출,술/유흥,맥주/호프,풍년상회,-45000,KRW,하나 주거래,
2022-06-01,10:26,지출,자동차,통행료,LIM*RIDE COST,-1109,KRW,하나 주거래,
2022-06-01,9:14,지출,자동차,통행료,LIM*RIDE COST,-1109,KRW,하나 주거래,
2022-05-31,21:02,이체,현금,미분류,ZHANG QUNFENG,2800000,KRW,WON 통장,
2022-05-31,19:16,이체,보험,미분류,현대해상,497280,KRW,WON 통장,
2022-05-31,15:55,이체,보험,미분류,현대해상,92500,KRW,WON 통장,
2022-05-31,15:36,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-29700,KRW,하나 주거래,
2022-05-31,14:58,수입,급여,미분류,5월급여,1639900,KRW,우리닷컴통장,
2022-05-31,9:57,이체,이체,미분류,쿠팡,-2900,KRW,WON 통장,
2022-05-31,8:19,지출,온라인쇼핑,인터넷쇼핑,네이버페이,-35900,KRW,하나 주거래,
2022-05-30,15:39,지출,술/유흥,유흥시설,샤인데일컨트리클럽,-310000,KRW,하나 주거래,
2022-05-30,15:38,지출,술/유흥,유흥시설,샤인데일컨트리클럽,-50000,KRW,하나 주거래,
2022-05-30,15:38,지출,술/유흥,유흥시설,샤인데일컨트리클럽,-50000,KRW,하나 주거래,
2022-05-30,10:42,지출,생활,편의점,이마트24 self힐링파크점,-3600,KRW,하나 주거래,
2022-05-30,10:02,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-18900,KRW,하나 주거래,
2022-05-30,9:52,지출,카페/간식,커피/음료,(주)디에프디인터내셔날 더스테이힐링파크,-33000,KRW,하나 주거래,
2022-05-29,23:38,지출,생활,편의점,이마트24 self힐링파크점,-4250,KRW,하나 주거래,
2022-05-29,17:32,지출,생활,편의점,지에스(GS) 25 가평창의점,-49800,KRW,하나 주거래,
2022-05-29,8:32,이체,카드대금,미분류,카드대금결제,-607709,KRW,우리닷컴통장,
2022-05-29,7:20,이체,이체,미분류,작은식량,1,KRW,WON 통장,
2022-05-29,5:20,수입,금융수입,미분류,입출금통장 이자,109,KRW,입출금통장,
2022-05-28,19:56,이체,이체,미분류,토스　임수현,-20000,KRW,KB마이핏통장,
2022-05-28,17:15,지출,주거/통신,휴대폰,휴대폰요금(KT),-28420,KRW,WON 통장,
2022-05-27,19:38,이체,이체,미분류,카카오페이,-10000,KRW,WON 통장,
2022-05-27,17:17,지출,금융,이자/대출,현대캐피탈,-145981,KRW,WON 통장,
2022-05-27,16:59,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-34440,KRW,하나 주거래,
2022-05-27,10:59,수입,기타수입,미분류,토스110,1,KRW,WON 통장,
2022-05-27,8:22,지출,식비,한식,최강어묵,-2500,KRW,하나 주거래,
2022-05-27,7:10,지출,생활,편의점,씨유 명일우량점,-8900,KRW,하나 주거래,
2022-05-27,6:37,이체,이체,미분류,카카오페이,-10000,KRW,WON 통장,
2022-05-27,4:00,이체,이체,미분류,카카오페이,-10000,KRW,WON 통장,
2022-05-27,3:26,이체,미분류,미분류,입금 내역,20000,KRW,주택청약종합저축,
2022-05-27,1:28,이체,이체,미분류,카카오페이,-10000,KRW,WON 통장,
2022-05-26,20:50,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-7900,KRW,하나 주거래,
2022-05-26,20:29,이체,이체,미분류,차모모,50000,KRW,입출금통장,
2022-05-26,20:27,이체,이체,미분류,차모모,370000,KRW,WON 통장,
2022-05-26,19:26,이체,이체,미분류,토스　임병화,-4000,KRW,KB마이핏통장,
2022-05-26,19:24,지출,온라인쇼핑,인터넷쇼핑,이니시스(빌링)_2,-1500,KRW,하나 주거래,
2022-05-26,19:12,지출,식비,배달,(주)우아한형제들,-21000,KRW,하나 주거래,
2022-05-26,18:20,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-21820,KRW,하나 주거래,
2022-05-26,12:41,지출,온라인쇼핑,인터넷쇼핑,네이버페이,-33000,KRW,하나 주거래,
2022-05-26,12:36,지출,생활,편의점,씨유(CU) 첨단산업센터스마일점,-6700,KRW,하나 주거래,
2022-05-26,9:16,지출,자동차,통행료,LIM*RIDE COST,-1117,KRW,하나 주거래,
2022-05-26,7:51,이체,현금,미분류,NICE_결제대행_4,100,KRW,하나 주거래,
2022-05-26,7:51,지출,온라인쇼핑,인터넷쇼핑,NICE_결제대행_4,-100,KRW,하나 주거래,
2022-05-26,6:52,지출,온라인쇼핑,인터넷쇼핑,이니시스(빌링)_2,-1320,KRW,하나 주거래,
2022-05-25,19:19,지출,금융,보험,AIA05 080,-38551,KRW,저축예금,
2022-05-25,18:55,지출,금융,이자/대출,현대캐피탈,-223662,KRW,WON 통장,
2022-05-25,18:50,지출,주거/통신,인터넷,SKYLIFE2105,-13119,KRW,WON 통장,
2022-05-25,18:14,지출,금융,보험,KB손043 05,-29410,KRW,WON 통장,
2022-05-25,17:35,이체,카드대금,미분류,우리카드결제,-103809,KRW,WON 통장,
2022-05-25,17:35,이체,보험,미분류,현대해상,370000,KRW,WON 통장,
2022-05-25,17:15,지출,생활,편의점,씨유(CU) 첨단산업센터스마일점,-1600,KRW,하나 주거래,
2022-05-25,8:33,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-8560,KRW,하나 주거래,
2022-05-25,7:53,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-5580,KRW,하나 주거래,
2022-05-24,20:28,지출,식비,치킨,맛남치킨,-11000,KRW,하나 주거래,
2022-05-24,19:28,지출,식비,배달,(주)우아한형제들,-20800,KRW,하나 주거래,
2022-05-24,10:37,지출,자동차,통행료,LIM*RIDE COST,0,KRW,하나 주거래,
2022-05-23,18:51,지출,카페/간식,베이커리,파리바게뜨명일1동점,-11800,KRW,하나 주거래,
2022-05-23,18:48,지출,식비,치킨,맛남치킨,-11000,KRW,하나 주거래,
2022-05-22,20:44,지출,생활,편의점,씨유 명일우량점,-8900,KRW,하나 주거래,
2022-05-22,15:07,지출,자동차,주차,주차장_KICC,-2500,KRW,하나 주거래,
2022-05-22,13:17,지출,뷰티/미용,미용관리,잉클링,-32000,KRW,하나 주거래,
2022-05-22,12:24,지출,카페/간식,커피/음료,페이지,-5400,KRW,하나 주거래,
2022-05-22,11:47,지출,온라인쇼핑,인터넷쇼핑,G마켓(1566-5701),-18340,KRW,하나 주거래,
2022-05-21,22:49,지출,온라인쇼핑,인터넷쇼핑,네이버페이,-17300,KRW,하나 주거래,
2022-05-21,21:37,지출,술/유흥,맥주/호프,고래맥주창고(명일점),-9900,KRW,하나 주거래,
2022-05-21,17:15,지출,주거/통신,휴대폰,휴대폰요금(KT),-28163,KRW,WON 통장,
2022-05-21,16:32,지출,온라인쇼핑,결제/충전,페이레터(주),-20000,KRW,하나 주거래,
2022-05-21,10:27,지출,자동차,통행료,LIM*RIDE COST,-1127,KRW,하나 주거래,
2022-05-21,8:09,지출,식비,한식,최강어묵,-1500,KRW,하나 주거래,
2022-05-21,7:59,지출,카페/간식,도넛/핫도그,던킨도너츠 공덕역사점,-4900,KRW,하나 주거래,
2022-05-20,21:22,수입,기타수입,미분류,카카오페이(택시,27700,KRW,WON 통장,
2022-05-20,21:22,지출,온라인쇼핑,결제/충전,카카오페이(택시,-1500,KRW,WON 통장,
2022-05-20,20:38,지출,온라인쇼핑,결제/충전,카카오페이(택시,-27700,KRW,WON 통장,
2022-05-20,15:37,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-22450,KRW,하나 주거래,
2022-05-20,14:13,이체,카드대금,미분류,카드대금결제,-496600,KRW,우리닷컴통장,
2022-05-20,6:52,지출,생활,편의점,씨유 명일방산점,-600,KRW,하나 주거래,
2022-05-19,21:05,지출,식비,양식,엘미오,-31000,KRW,하나 주거래,
2022-05-19,17:03,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-12790,KRW,하나 주거래,
2022-05-19,13:29,지출,생활,편의점,GS25 동서울대점,-3300,KRW,하나 주거래,
2022-05-19,12:24,지출,생활,편의점,주) 비지에프네트웍스,-4700,KRW,하나 주거래,
2022-05-19,11:02,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-7700,KRW,하나 주거래,
2022-05-19,11:01,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-87000,KRW,하나 주거래,
2022-05-19,9:35,지출,뷰티/미용,미용관리,잉클링,-4500,KRW,하나 주거래,
2022-05-19,8:32,이체,이체,미분류,카카오페이,-20000,KRW,WON 통장,
2022-05-18,20:47,지출,카페/간식,베이커리,아리꿀꿀 찹쌀 꽈배기,-3000,KRW,하나 주거래,
2022-05-18,19:25,지출,카페/간식,커피/음료,카페레옹,-9600,KRW,하나 주거래,
2022-05-18,8:57,지출,생활,편의점,씨유(CU) 첨단산업센터스마일점,-10700,KRW,하나 주거래,
2022-05-18,8:50,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-13000,KRW,하나 주거래,
2022-05-18,7:08,지출,생활,편의점,지에스25명일마천로점,-1950,KRW,하나 주거래,
2022-05-17,19:46,지출,생활,마트,주식회사진로마트,-31800,KRW,하나 주거래,
2022-05-17,17:28,지출,금융,보험,한화05060,-31000,KRW,WON 통장,
2022-05-17,17:28,지출,금융,보험,한화05047,-29500,KRW,WON 통장,
2022-05-17,12:12,지출,식비,한식,문자미납수수료,-800,KRW,KB마이핏통장,
2022-05-17,7:45,지출,카페/간식,도넛/핫도그,던킨도너츠 공덕역사점,-4900,KRW,하나 주거래,
2022-05-17,7:12,지출,교통,철도,티머니 버스.지하철,-5800,KRW,하나 주거래,
2022-05-16,22:28,지출,온라인쇼핑,인터넷쇼핑,엔에이치엔한국사,-17600,KRW,WON 통장,
2022-05-16,15:04,지출,패션/쇼핑,아울렛/몰,현대아울렛 송도점,-10000,KRW,하나 주거래,
2022-05-16,13:28,지출,패션/쇼핑,아울렛/몰,현대아울렛 송도점,-44500,KRW,하나 주거래,
2022-05-15,23:38,이체,이체,미분류,카카오페이,-200000,KRW,WON 통장,
2022-05-15,18:27,지출,온라인쇼핑,인터넷쇼핑,이니시스(빌링)_2,-4800,KRW,하나 주거래,
2022-05-15,12:52,이체,이체,미분류,토스 신태진,-300000,KRW,WON 통장,
2022-05-15,9:28,지출,자동차,통행료,LIM*RIDE COST,-6777,KRW,하나 주거래,
2022-05-15,9:09,수입,금융수입,미분류,예금결산이자,20,KRW,WON 통장,
2022-05-15,1:41,이체,미분류,미분류,입금 내역,6,KRW,우리닷컴통장,
2022-05-14,20:45,지출,생활,편의점,지에스25 명일센트럴점,-24400,KRW,하나 주거래,
2022-05-14,20:43,지출,식비,치킨,맛남치킨,-14000,KRW,하나 주거래,
2022-05-14,16:13,이체,이체,미분류,김문식,500000,KRW,KB마이핏통장,
2022-05-13,20:25,지출,생활,편의점,씨유 명일우량점,-14100,KRW,하나 주거래,
2022-05-13,20:18,지출,식비,배달,(주)우아한형제들,-21300,KRW,하나 주거래,
2022-05-13,19:42,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),21000,KRW,하나 주거래,
2022-05-13,19:33,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-21000,KRW,하나 주거래,
2022-05-13,16:19,이체,이체,미분류,카카오페이,-10000,KRW,WON 통장,
2022-05-13,0:22,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-6900,KRW,하나 주거래,
2022-05-12,18:35,지출,생활,편의점,코레일유통주식회사,-2000,KRW,하나 주거래,
2022-05-11,17:10,이체,이체,미분류,네이버페이결제,-37800,KRW,WON 통장,
2022-05-11,14:26,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-16400,KRW,하나 주거래,
2022-05-11,9:10,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-31000,KRW,하나 주거래,
2022-05-11,8:55,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-72900,KRW,하나 주거래,
2022-05-11,4:08,지출,자동차,통행료,LIM*RIDE COST,-1119,KRW,하나 주거래,
2022-05-10,21:16,지출,식비,배달,(주)우아한형제들,16900,KRW,하나 주거래,
2022-05-10,21:16,지출,식비,배달,(주)우아한형제들,-16900,KRW,하나 주거래,
2022-05-10,16:30,지출,식비,배달,(주)우아한형제들,-17000,KRW,하나 주거래,
2022-05-10,16:13,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-14400,KRW,하나 주거래,
2022-05-10,15:34,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-13200,KRW,하나 주거래,
2022-05-10,15:33,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-23850,KRW,하나 주거래,
2022-05-10,15:22,이체,이체,미분류,토스 임윤연,-650000,KRW,WON 통장,
2022-05-10,15:18,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-24220,KRW,하나 주거래,
2022-05-10,14:47,지출,자동차,주유,(주)뉴명성산업 남성주유소,-50000,KRW,하나 주거래,
2022-05-10,13:45,지출,자동차,주차,아마노코리아 (주) 상암DMC에스시티,-2000,KRW,하나 주거래,
2022-05-10,10:45,이체,보험,미분류,한화생명보험,1728292,KRW,WON 통장,
2022-05-10,7:27,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-24980,KRW,하나 주거래,
2022-05-09,23:05,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-7920,KRW,하나 주거래,
2022-05-09,22:02,이체,이체,미분류,카카오페이,-10000,KRW,WON 통장,
2022-05-09,11:59,이체,이체,미분류,토스 오안효,-5000,KRW,WON 통장,
2022-05-09,9:09,이체,이체,미분류,카카오페이,-10000,KRW,WON 통장,
2022-05-09,8:07,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-11700,KRW,하나 주거래,
2022-05-08,22:37,지출,식비,배달,(주)우아한형제들,-12900,KRW,하나 주거래,
2022-05-08,18:29,지출,교통,철도,SR,20100,KRW,하나 주거래,
2022-05-08,13:40,이체,이체,미분류,카카오페이,-10000,KRW,WON 통장,
2022-05-08,11:22,지출,교통,철도,SR,20000,KRW,하나 주거래,
2022-05-08,11:21,지출,교통,철도,SR,-20000,KRW,하나 주거래,
2022-05-08,11:20,지출,교통,철도,SR,-20100,KRW,하나 주거래,
2022-05-08,11:12,지출,교통,철도,SR,29000,KRW,하나 주거래,
2022-05-08,10:47,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-18600,KRW,하나 주거래,
2022-05-08,10:21,지출,교통,철도,SR,-29000,KRW,하나 주거래,
2022-05-08,9:42,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-15710,KRW,하나 주거래,
2022-05-08,9:18,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-9380,KRW,하나 주거래,
